bron,titel,datum,indieners,uitslag,voor,tegen,unaniem
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=352/Ingetrokken_na_toezegging_Motie_M2_-__parkeer_overlast_de_IJzeren_Man__VVD__CDA__PvdA__50PLUS__LE__DENK_.pdf,"Ingetrokken na toezegging Motie M2 - (parkeer)overlast de IJzeren Man (VVD, CDA, PvdA, 50PLUS, LE, DENK)",16-09-2020,"['50PLUS', 'CDA', 'DENK', 'LE', 'PvdA', 'VVD']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=353/Ingetrokken_na_toezegging_Motie_M3_-_plezier_zonder_parkeeroverlast__GL__D66__PvdA__5-PLUS__DENK_.pdf,"Ingetrokken na toezegging Motie M3 - plezier zonder parkeeroverlast (GL, D66, PvdA, 5-PLUS, DENK)",16-09-2020,"['50PLUS', 'D66', 'DENK', 'GL', 'PvdA']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=354/Ingetrokken_Motie_M9A_-_Houd_oog_voor_waar_het_om_draait__CDA__50PLUS__DENK_.pdf,"Ingetrokken Motie M9A - Houd oog voor waar het om draait (CDA, 50PLUS, DENK)",16-09-2020,"['50PLUS', 'CDA', 'DENK']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=355/Ingetrokken_na_toezegging_Motie_M10A_-_Beperk_geluidsoverlast_De_IJzeren_Man__CDA__50PLUS__DENK_.pdf,"Ingetrokken na toezegging Motie M10A - Beperk geluidsoverlast De IJzeren Man (CDA, 50PLUS, DENK)",16-09-2020,"['50PLUS', 'CDA', 'DENK']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=357/Toezegging_burgemeester_Jorritsma_Vraag_V3_vragenhalfuur_Gebouwen_van_groot_belang.pdf,Toezegging burgemeester Jorritsma Vraag V3 vragenhalfuur Gebouwen van groot belang,06-10-2020,[''],,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=358/Verworpen_Vrije_motie_VM1_Onderzoek_oplegging_Coronaboetes__M.A._Schreurs_.pdf,Verworpen Vrije motie VM1 Onderzoek oplegging Coronaboetes (M.A. Schreurs),06-10-2020,"['DENK', 'M.A.Schreurs']",Verworpen,"['LPF:2', 'M.A. Schreurs:1', 'SP:3']","['GL:6', 'PvdA:5', 'CDA:6', 'D66:5', '50PLUS:2', 'LE:1', 'CU:1', 'OAE:2', 'DENK:1', 'H.A.G. de Leeuw:1', 'VVD:7']",nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=359/Ingetrokken_Vrije_motie_VM2_Vormgeving_raadzaal__M.A._Schreurs_.pdf,Ingetrokken Vrije motie VM2 Vormgeving raadzaal (M.A. Schreurs),06-10-2020,['M.A.Schreurs'],Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=360/Ingetrokken_Vrije_motie_VM3_Belarus__M.A._Schreurs_.pdf,Ingetrokken Vrije motie VM3 Belarus (M.A. Schreurs),06-10-2020,['M.A.Schreurs'],Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=361/Ingetrokken_Vrije_motie_VM4_Mondkapjes_voor_alle_Eindhovenaren___CDA__PvdA__DENK__GL__50PLUS_.pdf,"Ingetrokken Vrije motie VM4 Mondkapjes voor alle Eindhovenaren  (CDA, PvdA, DENK, GL, 50PLUS)",06-10-2020,"['50PLUS', 'CDA', 'DENK', 'GL', 'PvdA']",Ingetrokken,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=362/Ingetrokken_na_toezegging_Vrije_motie_VM5_Geen_verschil_Participatiekansen_Jeugd__GL__PvdA__SP__DENK__50PLUS__OAE__D66_.pdf,"Ingetrokken na toezegging Vrije motie VM5 Geen verschil Participatiekansen Jeugd (GL, PvdA, SP, DENK, 50PLUS, OAE, D66)",06-10-2020,"['50PLUS', 'D66', 'DENK', 'GL', 'OAE', 'PvdA', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=363/Ingetrokken_na_toezegging_Motie_M1_Slim_hergebruik_van_materialen_in_vastgoed__GL__SP__D66__CDA__PvdA_.pdf,"Ingetrokken na toezegging Motie M1 Slim hergebruik van materialen in vastgoed (GL, SP, D66, CDA, PvdA)",06-10-2020,"['CDA', 'D66', 'GL', 'PvdA', 'SP']",Ingetrokken na Toezegging,[],[],nee
https://eindhoven.parlaeus.nl/user/motie/action=showdoc/gd=364/Toezegging_wethouder_Torunoglu_Raadsvoorstel_nota_vastgoedbeleid.pdf,Toezegging wethouder Torunoglu Raadsvoorstel nota vastgoedbeleid,06-10-2020,[''],,[],[],nee
